active_power,reactive_power,v_mag_est,v_ang_est,result_f
"[0.0, 21.897050792797693, 97.04304781654183, 45.55379846238089, 7.0581390009048475, 12.776704013780165, 0.0, 0.0, 28.252113584701647, 9.597422452115845, 3.0770845641130515, 5.462328825293998, 13.969010556054725, 17.760433735863376]","[0.0, 11.424823397758283, 15.9778678304754, -4.040935451170795, 1.5487888691671223, 8.28506013891224, 0.0, 0.0, 17.57249352498624, 4.933290792049643, 1.927556445359929, 1.5926526084194905, 6.542741192271906, 4.277413667409637]","[1.0599997012135027, 1.0577499779512225, 1.0243447085564015, 1.0231962065734377, 1.0279348567611202, 1.0328897064847207, 1.0250880678792622, 1.0599984424658235, 1.005708083637716, 1.0032432166352276, 1.0143596785698639, 1.0165975512032337, 1.0095664001299403, 0.9874210355364613]","[0.0, -0.0417541809820494, -0.18290011955940488, -0.14165570654670717, -0.11956617056380985, -0.22773595616854167, -0.20044252224653014, -0.20044251245604805, -0.2318928395402117, -0.23696048312198298, -0.23419141377850197, -0.24316159971767098, -0.2449378016680462, -0.26160257378487783]",5448.833349696413
"[0.0, 22.180213791371617, 102.18546351049577, 39.004930275531116, 7.588500013496558, 12.821634085935269, 0.0, 0.0, 29.344143720456778, 8.603254506540278, 2.9541673334927214, 5.188309166265364, 11.767081905383543, 16.643685259750026]","[0.0, 14.976468811419085, 21.357293265678383, -4.187883442389944, 1.741051922813274, 6.142896626035054, 0.0, 0.0, 13.53969161772626, 5.315158322951413, 1.4770882743364337, 1.6446346098343463, 4.909585455035628, 4.958500312448798]","[1.059999608869375, 1.058056933391575, 1.0241454339253895, 1.0259803383258337, 1.0303323000749538, 1.0362530494213977, 1.028636382558121, 1.0599976895995082, 1.0117830516711976, 1.0090437573453803, 1.019457891375908, 1.0214659599818947, 1.0158820707922112, 0.9935482183497388]","[0.0, -0.040409921218148036, -0.18409543775163376, -0.13681209078221537, -0.11548654320829208, -0.21723414749649678, -0.19363062888510793, -0.19363061635237822, -0.22392843368274357, -0.22775404883861716, -0.2244338423912123, -0.23122780124144907, -0.2328749305246017, -0.24937511988646976]",5358.232192388457
"[0.0, 24.568192434018542, 104.1803173989105, 40.24273795491333, 8.534888809575545, 11.688425383083827, 0.0, 0.0, 25.894405889992402, 9.015775058946708, 3.854692725042761, 5.938121495882944, 11.095126647758326, 12.584175837298107]","[0.0, 11.607821063665043, 16.247588919499712, -3.6502315161383487, 1.4086277965086629, 6.071818399724323, 0.0, 0.0, 13.359927555818036, 6.435332704338302, 1.9824919962275402, 1.6411121205497534, 5.12359881644342, 5.756118448600463]","[1.05999961039173, 1.057765374749741, 1.0234972955956216, 1.0259015352325043, 1.0302866478058246, 1.0333436467115154, 1.027943294199381, 1.059997750562164, 1.0100810965913416, 1.0059411888463297, 1.0155815071051741, 1.0180533943290613, 1.0137645184194752, 0.9935472094229463]","[0.0, -0.0403927002498802, -0.18480912738619282, -0.13452862242370817, -0.11333735921247204, -0.20861163254381054, -0.18567165177373232, -0.18567163970720996, -0.21298892146014792, -0.21748363999833395, -0.21562234059899796, -0.22235038636604068, -0.2220295139212143, -0.23179203036017393]",5340.093672985794
"[0.0, 23.16061728219275, 100.43843454815865, 38.6778854453492, 7.465320175383379, 10.454133064248875, 0.0, 0.0, 31.280167199941637, 9.553562591421615, 3.156820605830687, 5.481374025548811, 12.799524933125028, 13.362072424798697]","[0.0, 13.222559154140253, 16.84454125047958, -4.499203501727518, 1.5748240736455266, 6.381159669874999, 0.0, 0.0, 15.527135469265152, 6.614834892899167, 1.7962094933295625, 1.8657886722780184, 4.876237435776983, 5.337186265989517]","[1.059999673048724, 1.0578468822165499, 1.024085800715708, 1.024992502277862, 1.0294612014588898, 1.0321450957967604, 1.0257634664473463, 1.059998271748179, 1.0061316802016003, 1.0022868401966967, 1.0135443687138577, 1.0166559461194595, 1.0114272461799783, 0.9902801412319815]","[0.0, -0.03936866376203168, -0.18084178677043916, -0.1343261349281602, -0.11314081101559291, -0.21252340615534387, -0.1912914937718577, -0.1912914838650071, -0.2218087792094196, -0.22555200313233217, -0.2210366834745685, -0.22683238207789008, -0.22834520046147613, -0.24110436274556066]",5302.947590337121
"[0.0, 22.13311851105595, 109.11907627191043, 56.73525890992662, 7.5119028624311825, 9.95754667165768, 0.0, 0.0, 27.056536944260344, 9.423357565438083, 3.771577129697926, 5.401986258202475, 13.977679263239697, 13.794461755575929]","[0.0, 13.790948139186705, 21.479624848840334, -3.4315045355634504, 1.3021278116387636, 8.551577054429625, 0.0, 0.0, 13.890185225374907, 5.838281870052452, 1.548092125880601, 1.6426828956424047, 6.327351178629567, 5.070116343032504]","[1.0599996165679375, 1.0575355057393714, 1.0216822416836813, 1.0225647670464382, 1.028110892418383, 1.0365995851750458, 1.026837338220882, 1.0599974506401828, 1.009537148284621, 1.0065018942830122, 1.0178815990647894, 1.020617846423485, 1.0141135867973898, 0.9935158305522243]","[0.0, -0.049381040483740556, -0.20515841075208607, -0.15535061245352375, -0.1297369121927991, -0.22984578411253465, -0.20843858486911365, -0.20843856929861307, -0.2367170145813954, -0.24119661031491704, -0.2381731791216875, -0.2444131359781176, -0.24575157071781903, -0.2578492016543608]",5811.209821420074
"[0.0, 21.34339802077169, 87.35086691635884, 49.94496180671505, 6.2732405777550735, 12.577099017043968, 0.0, 0.0, 28.90861377201644, 9.984576768763706, 3.9565959815494796, 5.378248908133028, 14.456767396163883, 13.05184874033434]","[0.0, 14.885904195473957, 16.449356935354206, -3.475885814829064, 1.3634073649843002, 7.410875668114368, 0.0, 0.0, 16.877898148175284, 5.594584270055215, 1.6819267758051437, 1.6461777224086882, 5.936631530711641, 4.718733201768002]","[1.0599996933324471, 1.0578940571856004, 1.026313420208934, 1.0232183159161874, 1.0280884165042488, 1.0309989517071856, 1.0250271772465833, 1.0599985053245673, 1.0054826862275956, 1.0021132359773595, 1.0127002867853359, 1.0152825770114888, 1.0090824839804866, 0.9900791228090603]","[0.0, -0.037375396322594547, -0.16859870217557898, -0.13563692277074849, -0.11401300324534482, -0.21909811340919982, -0.19268953919697868, -0.19268953044359788, -0.22322031217472313, -0.22874876554279616, -0.22672587337515882, -0.2337142765516124, -0.23515089795702787, -0.244877271578356]",5243.264818987297
"[0.0, 21.637768510275546, 106.63248179387764, 46.75684346699106, 6.45056920534153, 9.142792790349208, 0.0, 0.0, 34.58868741957481, 9.421729851601881, 3.4107974476354284, 6.257294405167739, 13.268516282528216, 17.318634051004388]","[0.0, 10.688647703630837, 19.73786909760429, -4.091850431994497, 1.7698112465875422, 8.799852424653027, 0.0, 0.0, 16.538719544563396, 6.7284614524342095, 2.1455873149222944, 1.9015904042327951, 5.172893589708129, 4.993790723123753]","[1.059999670002569, 1.0575494577511355, 1.0220269345046025, 1.0215750650936009, 1.0269677185257333, 1.034590744235199, 1.0234295713607928, 1.0599981710712114, 1.0031827512711422, 1.0000154143912234, 1.0130765507029322, 1.0175626388583419, 1.0116610633931686, 0.9861141124089462]","[0.0, -0.047543591547416386, -0.20027535926653206, -0.15180232614934233, -0.1274069847898592, -0.23490845519543205, -0.21439103196986092, -0.21439101923282927, -0.24790459702416182, -0.2508714163698394, -0.24493238919034693, -0.25151002244774645, -0.253321875726871, -0.2731152910489214]",5726.450033009282
"[0.0, 23.251660373826155, 112.17115007915893, 54.135474851190445, 6.566432042703288, 11.291832928334577, 0.0, 0.0, 34.97992828053888, 7.657603389975258, 4.072223220822867, 5.35194074481384, 12.525038109248847, 14.026311559196424]","[0.0, 14.494478469288001, 17.70748628466045, -4.394111933772899, 1.9164011625631727, 8.522284613481137, 0.0, 0.0, 16.825251688020728, 6.464721258609508, 1.550230124145294, 1.688406139293379, 6.434906914152824, 5.5224626708132805]","[1.0599996608248876, 1.0571332272586305, 1.0203443002833763, 1.0202988711978864, 1.0259515816271298, 1.0336731787042428, 1.0229091541508695, 1.0599979171091054, 1.002564531626476, 1.0001361308552847, 1.0130005406693348, 1.0174366917925692, 1.010840698511157, 0.9871511028487581]","[0.0, -0.05258146044653537, -0.21271731127589003, -0.16053534487925455, -0.13407859523498958, -0.2395456868248894, -0.21977047118806098, -0.21977045662067088, -0.2514697845651879, -0.25379968943124215, -0.24960512506909324, -0.25383036022900146, -0.2549232423015613, -0.27038109369387936]",5969.054433511944
"[0.0, 24.887223763491708, 91.47625830937481, 46.94193930724852, 6.467888476699893, 9.10977972510515, 0.0, 0.0, 29.303397321641476, 7.730389893793579, 2.993098831103186, 7.0198287212133925, 15.774991387162608, 17.666728603183945]","[0.0, 14.076763844363017, 21.551964139843985, -4.147918412228237, 1.491355587009619, 6.469160995300573, 0.0, 0.0, 17.90208566222463, 5.697446171380672, 1.4611716555699261, 1.4503707970776853, 6.331042184051771, 5.024774470190047]","[1.0599997269178192, 1.05751516384325, 1.0253008047229606, 1.0231125570104742, 1.0279319594218828, 1.0319344560253947, 1.0243144618333708, 1.0599986872129274, 1.0040622789930247, 1.0018591141759334, 1.01368077546715, 1.0140212244771196, 1.0073302558987458, 0.9843872234322324]","[0.0, -0.040395368046527325, -0.17547925814699314, -0.13859079723809772, -0.11682499235703483, -0.22330038555651804, -0.1968270016451622, -0.19682699328820508, -0.2280315193229453, -0.23155444452586949, -0.22938279798527997, -0.24188718288137795, -0.2428098023461374, -0.2579223649914333]",5378.079378468579
"[0.0, 21.905784085180066, 94.45413576829162, 49.83719276740785, 7.085609549132721, 13.108113037249627, 0.0, 0.0, 29.451938868508247, 8.160024428928288, 3.064395314011398, 7.214011583188688, 13.830973892617244, 15.520977836857677]","[0.0, 10.572631425686899, 20.624608435255517, -3.37761861461282, 1.753907894448932, 6.423986014882132, 0.0, 0.0, 15.842311517980074, 5.472495909853993, 1.5472418857602621, 1.858594147690315, 4.914987913009245, 4.944154777058252]","[1.059999702821524, 1.0576445740900104, 1.0246268020021159, 1.0227549283283521, 1.0276190172544561, 1.033601455842994, 1.0258284775938207, 1.0599983910181026, 1.0074835012018704, 1.0050148217695114, 1.0160208332977596, 1.016236523850091, 1.011816655511472, 0.9901725570763413]","[0.0, -0.04203329711442557, -0.1815336500753775, -0.14333382659358365, -0.12083692016676068, -0.22928545920591745, -0.201135272606617, -0.20113526285107236, -0.23199102151540882, -0.2362285594533111, -0.2347433170482991, -0.2464304075781583, -0.2466745920113937, -0.25840413090580444]",5471.805902326419
"[0.0, 22.993522317613724, 92.89861698015342, 56.04798729370632, 6.569257326588488, 12.149812633310297, 0.0, 0.0, 30.26596309409758, 10.337666529361105, 2.834599512544003, 5.179856402466883, 12.668068293371265, 15.611191287057137]","[0.0, 11.18969693652067, 19.677948423174904, -4.004050532572526, 1.6156463862533432, 6.271668336332095, 0.0, 0.0, 15.032905201399085, 6.234810201715288, 1.668893753425599, 1.603747857135633, 5.431425708856841, 5.7607880530753866]","[1.0599997082826622, 1.0574145536155668, 1.0245522361311232, 1.021845317676641, 1.0271865419586388, 1.0333697147564602, 1.0247328550220403, 1.0599983823026333, 1.005627651477044, 1.0022293090401015, 1.014376235733597, 1.0179067738218566, 1.011486863899111, 0.987603181479654]","[0.0, -0.04369840112734308, -0.18311346868768202, -0.1473724789625836, -0.12336395764077257, -0.22811502315694815, -0.20564712304270766, -0.20564711310853145, -0.23678497303902304, -0.24116651342699313, -0.23636894155899096, -0.24247949476935357, -0.24410606474882934, -0.2595982110235145]",5555.933530533834
"[0.0, 22.907887063642264, 110.01513963342008, 55.662641770149484, 6.272768474756497, 13.238441775679075, 0.0, 0.0, 30.051454552549252, 9.11948249835861, 3.7985696876677464, 7.025275500658621, 14.131824600570788, 14.455383128536676]","[0.0, 14.169183273945983, 16.17503054277812, -4.253130743470819, 1.617871965300497, 7.1575077742742055, 0.0, 0.0, 19.529167066512127, 5.254096768183696, 2.121933715352423, 1.8950067494321872, 6.527622793592858, 5.762874349884699]","[1.0599996964355687, 1.0570318031143178, 1.0204850125161478, 1.019288133675933, 1.024800050672823, 1.030943822577434, 1.0215617412036564, 1.0599982545736608, 1.000161127355976, 0.9980253619660712, 1.0102243213014572, 1.0124136676571582, 1.0067713142164654, 0.983268184994299]","[0.0, -0.05262197276657053, -0.21126302228703714, -0.16129636601207498, -0.13522474888531877, -0.24751794984704756, -0.2197788002976324, -0.2197787873498353, -0.25111978736217916, -0.2561149939680632, -0.25423476307402787, -0.26425646068319275, -0.26400240416811505, -0.274762898635827]",5983.257104187124
"[0.0, 25.280709061143764, 95.65638664635193, 40.02317029746172, 8.929137168487063, 9.789746044121772, 0.0, 0.0, 33.95848206529621, 9.637681600112114, 3.840972547752326, 6.587676074786002, 13.286831694417339, 13.555541523721317]","[0.0, 13.87433273533358, 19.95787700723618, -4.032419092991869, 1.6976696562716147, 8.324358706292667, 0.0, 0.0, 15.690552730052586, 5.252403757339079, 1.8275318368013846, 1.3193062927178105, 6.408916590182616, 4.213054667525448]","[1.0599996939938965, 1.0574354403964823, 1.0244987475947915, 1.0240800201757556, 1.028616188982031, 1.0338867797376705, 1.0260581003928058, 1.0599983372360369, 1.007420022884903, 1.0044646427772421, 1.015160976581193, 1.0175897487657493, 1.0120244596618966, 0.9928759055589212]","[0.0, -0.04098094903091352, -0.17924637545031, -0.1381250469401154, -0.11701040641601228, -0.22051757873130176, -0.19873426277381978, -0.19873425330045316, -0.23113155468673993, -0.23526826075886745, -0.23053498632695366, -0.2369925521469707, -0.23706232627363108, -0.2512174455200058]",5400.092327960676
"[0.0, 19.930327940393024, 102.87727361001167, 55.2423206512742, 7.101661955609684, 9.566328129101045, 0.0, 0.0, 29.901036772306018, 9.4829962746226, 3.3708401216852764, 7.1362544623677815, 12.95791913252055, 13.751950990350574]","[0.0, 10.852412755003114, 16.143987858770487, -4.579689203864777, 1.4137397850300475, 6.445312210873922, 0.0, 0.0, 17.396899604831003, 5.69079945214663, 1.9010966143786086, 1.4617196182609604, 6.740695537289545, 4.541161425450691]","[1.0599996667158256, 1.0577179172293638, 1.0228512034265806, 1.0219634907304067, 1.0273129509352021, 1.032587972286804, 1.0241546555411984, 1.0599980591063753, 1.0042132903025678, 1.0013728535174498, 1.013101431632021, 1.0152179524209803, 1.009982223523749, 0.9894720453562986]","[0.0, -0.045731891816778995, -0.19508659678683987, -0.15052733969010262, -0.12573687240609177, -0.22803758120654194, -0.2064697754128737, -0.20646976304212478, -0.2364079862091949, -0.2405594586338456, -0.2364359354775543, -0.24489394196789419, -0.24411748115997112, -0.2574344670486636]",5645.937237000605
"[0.0, 20.980814890210176, 99.31867909356183, 40.20609515535025, 6.355948941935784, 11.110025496735252, 0.0, 0.0, 31.496753787241616, 7.767623923486205, 3.434626221976375, 5.857929905762164, 15.028083072472645, 12.741431616762718]","[0.0, 14.789665632948166, 21.982695161358222, -4.449645891206444, 1.5199906002792856, 8.823302071965173, 0.0, 0.0, 19.47082919431792, 6.813842936224668, 1.6128467735471934, 1.361720135537387, 6.242829869085451, 5.126427913274285]","[1.0599997018389067, 1.057906586808423, 1.024016582404748, 1.023378222216695, 1.0279276413481724, 1.0277846399930415, 1.0226571193231455, 1.0599986330971964, 1.000303221891186, 0.997088525469697, 1.0088546785195016, 1.0115536116037043, 1.0049214812439557, 0.9848633368430719]","[0.0, -0.038552951570907164, -0.1795265438446109, -0.1340311882643556, -0.11281784189461287, -0.2165152356954096, -0.1910634243711711, -0.1910634155444539, -0.22174617361133228, -0.22507959367755426, -0.22312299785959633, -0.23238039722619513, -0.23323630487525565, -0.24259531001317067]",5272.850649692463
"[0.0, 20.69667703942314, 104.29071053176436, 55.41740662471449, 7.5324014189662165, 8.980163518965105, 0.0, 0.0, 25.090640958768407, 8.307642836664114, 3.331977243547066, 6.83047914357543, 12.901590279610897, 12.210974151470932]","[0.0, 13.56980279902444, 21.38807899832399, -3.7422310858313654, 1.3350854887729136, 7.659186833083658, 0.0, 0.0, 18.44979425309294, 5.575912592785051, 1.818003723884954, 1.704223489771862, 5.570384186770073, 4.102263184954792]","[1.0599996195528687, 1.0577567246119963, 1.0227758037151435, 1.0228632259360824, 1.0281341400441706, 1.031015338198885, 1.0247021176523574, 1.0599978605571354, 1.0046160460555922, 1.0019104626040247, 1.0127600156284016, 1.0144414602015697, 1.0102210131759617, 0.9916891787481049]","[0.0, -0.043554109570177066, -0.19218282312009094, -0.1446542531699254, -0.12048860085455997, -0.21523092040954905, -0.19360457834208813, -0.1936045652148343, -0.21981572758775234, -0.2238747926461017, -0.22169435399189588, -0.23105438554453422, -0.23064475329392664, -0.240131224726576]",5519.661881373319
"[0.0, 23.387536194422452, 77.11648201938505, 44.55919393565524, 7.793362805853529, 9.5955938991376, 0.0, 0.0, 29.786309036814785, 9.476118327188058, 2.9300647259718975, 6.502981918329697, 14.132470449175251, 17.52178601278713]","[0.0, 14.951668667793943, 22.542417935991423, -3.8076613161282107, 1.592262836017927, 6.844865904867303, 0.0, 0.0, 17.738301579434438, 4.697843480422868, 1.6096519845255959, 1.4131658868424417, 6.815902645699165, 4.2898035034156985]","[1.059999675227545, 1.0581809580614554, 1.0290892082794487, 1.024588696129334, 1.0290368615670447, 1.0319891706716553, 1.0254413326583576, 1.059998643952254, 1.005777143063487, 1.003448034914237, 1.0143699288637325, 1.014942147640266, 1.008421382194825, 0.9871195098516147]","[0.0, -0.03271331810388774, -0.15212725000688201, -0.12676891781950309, -0.10740730040202093, -0.21160776128872077, -0.18636080747510225, -0.18636079956781484, -0.2182826767431908, -0.22288793055489559, -0.2191154286655289, -0.22880546758040823, -0.22961591081530858, -0.24689135382848956]",5015.838327156315
"[0.0, 24.27167862477917, 99.03044827909133, 40.064543602686065, 7.730170758135615, 12.923037933015035, 0.0, 0.0, 35.349215239895905, 7.57844540058368, 3.4700335003483143, 6.771301680020687, 11.56160583781646, 17.717588578437812]","[0.0, 11.93870995021124, 16.820276688673168, -3.5693072439438875, 1.6496568960467828, 7.288062867152863, 0.0, 0.0, 13.693268999303758, 6.576394367240631, 1.637955881746497, 1.597378133181422, 5.524069729525069, 5.141204226779429]","[1.0599996784083383, 1.057444229743205, 1.0237432917584917, 1.0233424582909407, 1.0280817636559698, 1.0355277824330518, 1.0260863799211652, 1.0599982226789295, 1.0080103662785151, 1.0050226810470375, 1.0166353010631262, 1.0187772668026227, 1.013678539814548, 0.9892591383470736]","[0.0, -0.04356869963966147, -0.18652912056787582, -0.14341161827801177, -0.12156578281761976, -0.23127327294056363, -0.2068209530586206, -0.20682094218302247, -0.24066932208653943, -0.2431402577354422, -0.23954061325755857, -0.24776411894885267, -0.24794925356155678, -0.26704698148052053]",5533.255556963885
"[0.0, 17.530845889766535, 89.30507451962373, 49.727902038865395, 7.853041403741095, 11.681859313342374, 0.0, 0.0, 34.592472334952596, 10.706311912632112, 3.2368536918646527, 6.45258903631736, 12.103002607339292, 14.116430855163339]","[0.0, 12.705987948432591, 21.656883694795702, -4.100834783228128, 1.6825095584935352, 6.101640084443476, 0.0, 0.0, 16.420909640082474, 5.0079056347052795, 2.1434239233939887, 1.4656805598834346, 5.589339257310236, 4.1547328282030636]","[1.0599996983710196, 1.0581918342293897, 1.0260271574215793, 1.022772941352918, 1.0277503201647482, 1.0334235910863867, 1.0250119182474922, 1.0599984101070514, 1.0059340872351945, 1.0029915926845039, 1.0141191985660358, 1.0175087629016433, 1.0125300783584155, 0.9918976670230005]","[0.0, -0.03890051575779482, -0.17394344745112156, -0.14092700519506843, -0.11859877222711787, -0.2249540007784892, -0.20308145734217067, -0.20308144789349522, -0.23631058176716097, -0.24086721538653497, -0.23484353930088334, -0.24087871981994655, -0.2411166074454458, -0.25682348692470525]",5336.909356890118
"[0.0, 23.09738187385697, 77.495988728575, 52.10794901395887, 7.318950267461697, 13.175224294537701, 0.0, 0.0, 35.03177919056349, 8.318953853841586, 3.755702190032769, 5.063133495106979, 11.582942481983416, 17.072574378171797]","[0.0, 12.865664855206303, 17.782278044796556, -3.823597333551763, 1.83655967305258, 6.632980267862754, 0.0, 0.0, 19.490189120885002, 4.85559142883597, 2.018716056973653, 1.6928437164363679, 5.1753899831565935, 5.511634393329537]","[1.0599997551942926, 1.0575663322612283, 1.027708145098112, 1.0210021524665367, 1.026068119647648, 1.0290964417517223, 1.0217158027429902, 1.0599989631515028, 0.9998310544504359, 0.9979026584212192, 1.0093111345609673, 1.013682849908503, 1.007376844776241, 0.9816586774958603]","[0.0, -0.03719611664934967, -0.16054431851811884, -0.1371694963096272, -0.11564203412862868, -0.22413914360160347, -0.2003818756658526, -0.20038186886969608, -0.2343235260229064, -0.23772421347183106, -0.2334085593570155, -0.2383502398748043, -0.24018387236434452, -0.25915641533508926]",5257.7622844110965
"[0.0, 24.001284836464503, 102.74343768567107, 42.7094214291546, 7.0847271448195865, 12.852368179841683, 0.0, 0.0, 26.773079900716315, 10.051215507627967, 3.301784913605413, 5.859392869188716, 12.35282988060392, 12.643485872353883]","[0.0, 10.246052669765632, 18.664917819647172, -4.251010043440918, 1.8948768209692641, 6.235839433698101, 0.0, 0.0, 14.411375979380727, 4.9110421712170265, 1.7656690359243965, 1.6516675384910124, 6.54288192558756, 5.995606843588358]","[1.0599996184158773, 1.0577119680235767, 1.0235772005739066, 1.025224751211066, 1.0296322658835042, 1.0337769494497693, 1.0275908932395907, 1.0599977781644658, 1.009778852866932, 1.0067028188128369, 1.0166304612459722, 1.017568846668674, 1.0121520061731273, 0.9922425376474396]","[0.0, -0.04140415125913423, -0.18574898776610713, -0.1378082339119547, -0.11591588587250799, -0.21600181733536072, -0.19127451321641062, -0.19127450100567678, -0.2198215840862387, -0.2253551340106388, -0.22282713305948695, -0.22997039436571085, -0.2296961054468185, -0.23893890404329096]",5400.731448893561
"[0.0, 24.040404335640137, 86.20969712344889, 51.70729234298352, 7.921649857749242, 11.00592844308499, 0.0, 0.0, 23.714157463373393, 7.810410784704436, 2.8825694971127693, 6.949992404016393, 15.444479900241445, 16.963312286668035]","[0.0, 11.284358703922123, 18.937574926281123, -4.536236284270699, 1.7662603481901211, 6.005460857863083, 0.0, 0.0, 15.143589351951682, 5.650968863646374, 2.082887490708201, 1.698805941854289, 5.480964191936586, 4.981309804905843]","[1.0599996841853394, 1.0578232451544085, 1.0268758998090837, 1.0245668687741756, 1.0289496962528717, 1.0329967291771736, 1.027094733557371, 1.0599983675864197, 1.0090404207246706, 1.0060500879849936, 1.015863951666006, 1.0155741067735635, 1.010046361801006, 0.9890933427177462]","[0.0, -0.038072912954983086, -0.16778740392863667, -0.13585403016093836, -0.11462596962605193, -0.21834222585464771, -0.18894787040841668, -0.18894786125158963, -0.21729876029425949, -0.22178500536802806, -0.22164528509090536, -0.23594599779880226, -0.23678095966324453, -0.24799460446116095]",5272.8828261477365
"[0.0, 17.746004017876043, 84.08084640802879, 44.74573295230503, 6.47474283239088, 9.966948676663785, 0.0, 0.0, 25.090554655847857, 9.873967067722637, 3.265709689401716, 6.519833022675404, 15.565604949434077, 12.432658593520584]","[0.0, 13.437836179223016, 15.605581109318585, -3.6098434818048206, 1.8471968953225322, 7.788700813118694, 0.0, 0.0, 18.50735706750794, 6.346449311067879, 2.079667526404826, 1.7726591646135141, 5.305232979421362, 5.167772151051216]","[1.0599996562510916, 1.0587714034721392, 1.02808043792672, 1.0249133893439237, 1.0292281773660277, 1.0281077358255977, 1.0244891999179573, 1.0599986923284566, 1.0032446950387646, 0.9992420144979849, 1.0097700514828483, 1.011217383330851, 1.005999271164862, 0.987211971332839]","[0.0, -0.030009555108635306, -0.1547202657666438, -0.12199940824286551, -0.10257329091457684, -0.20235003659686895, -0.17480403704871955, -0.17480402923922553, -0.20317312581684735, -0.20874832741857216, -0.20751579434143946, -0.21874261805355008, -0.21945893878249906, -0.22553952286319165]",4870.886149300881
"[0.0, 19.17134606968376, 95.73688708717037, 55.94260936975503, 6.1623471865032755, 12.007773444372933, 0.0, 0.0, 31.215070296803564, 9.449433764931758, 3.8777279241375364, 5.533446515119971, 14.01695421713408, 15.015749811796605]","[0.0, 10.56379481023686, 17.423979320897594, -3.5567714738246643, 1.7435206125849607, 8.761968405631304, 0.0, 0.0, 19.919714177008636, 6.243596365911007, 2.0782590098329856, 1.3720828261528297, 6.497781855392296, 5.626647491976201]","[1.0599997228137348, 1.0575570454537748, 1.0236317069006484, 1.0195299170186811, 1.0250792508943192, 1.0287776533666981, 1.0205318265263992, 1.059998680230058, 0.9978707127054744, 0.9949248422216378, 1.007541567776079, 1.0123613715799886, 1.0049999652105175, 0.9809278200072534]","[0.0, -0.043896272267313435, -0.1870690755373721, -0.14892093952101113, -0.12465106927730477, -0.2336265124390609, -0.20844004475593333, -0.20844003512109846, -0.24041694398743105, -0.2448713291041028, -0.2417773071618397, -0.24909227880734972, -0.25015723527466355, -0.263736691001584]",5575.818265749203
"[0.0, 19.943823381007135, 99.77971712540345, 42.04550435483746, 6.492524832066923, 10.573813065195326, 0.0, 0.0, 29.02892926496034, 7.492445623190951, 3.687599297697554, 6.024977954073155, 12.590873283052707, 16.70122409932148]","[0.0, 14.799118707408054, 17.738867326410045, -3.839068653954499, 1.8747091171585226, 8.283719495213123, 0.0, 0.0, 15.340809467910017, 5.8196927396304705, 1.9749377099765961, 1.597550664907936, 4.804770754512505, 5.059961037219368]","[1.059999657414449, 1.0582697549409206, 1.0245965587372614, 1.0250913481413044, 1.0296953581272954, 1.034196028218394, 1.026785239904666, 1.059998202951977, 1.0082298707508688, 1.0054033215548652, 1.0157924617319616, 1.0184690901313784, 1.0130993781586755, 0.9900622193415385]","[0.0, -0.038623978137065494, -0.18022447874047107, -0.1350664592006897, -0.11350578224300786, -0.21462389341164345, -0.19103674515821428, -0.19103673461092868, -0.22096182300322648, -0.22415927976336827, -0.22179783324061064, -0.2302565118313342, -0.23140756043879718, -0.24721957029997182]",5276.376550052315
"[0.0, 21.032374862376702, 75.73124218197907, 50.89513179851017, 7.624810868449188, 9.528205277605043, 0.0, 0.0, 27.617791024375894, 10.73652755843868, 4.143131869439035, 6.796156015593832, 15.194519880222359, 14.366850346791061]","[0.0, 15.008338579996323, 17.98309149660768, -3.2711217069539478, 1.3777286964424098, 8.131196895578766, 0.0, 0.0, 18.683539894455546, 5.773722498362038, 1.848701667434245, 1.3785275869760683, 5.087189747284979, 4.251712073947612]","[1.0599996979760122, 1.0582138177320608, 1.0290417336030853, 1.0231237135113465, 1.0278756856322824, 1.0294026975299344, 1.0238995698588405, 1.059998771769506, 1.0031359966443743, 0.9994605914851857, 1.0103049058733948, 1.0129748862243002, 1.007514870083798, 0.9877395270575932]","[0.0, -0.032825990344496764, -0.1523314632093313, -0.1291114999896332, -0.10898016465234281, -0.21365702971227465, -0.18675081985091474, -0.18675081239781124, -0.21766462946543996, -0.22374892927771528, -0.22161375375866196, -0.23126987250528402, -0.23202895040180038, -0.2428135032759373]",5035.626198314387
"[0.0, 25.884726997960424, 108.33336359751628, 48.4397858287331, 7.150638037910571, 11.320256801044483, 0.0, 0.0, 24.46925878406903, 10.097474741621344, 3.6980959143872183, 4.979014257928695, 12.491070511394469, 14.963422557418125]","[0.0, 10.948621886682739, 15.3085368509397, -4.542018988183964, 1.31590909121932, 7.098034264392087, 0.0, 0.0, 17.97570612567739, 6.510435995751796, 1.8841019768963891, 1.6586580226133347, 5.584496859894772, 5.272717400217736]","[1.0599996481752048, 1.0571609834853168, 1.0216013131445838, 1.0226959653982715, 1.0276802850701474, 1.0301654824485582, 1.0237497354163203, 1.0599980392307573, 1.0027916958260767, 0.9990191869327413, 1.0106179350268358, 1.0148624092397012, 1.0086217359171659, 0.9859708877724422]","[0.0, -0.04662137873447152, -0.19850230754179074, -0.1464685551129798, -0.12268916624391832, -0.22222826423735884, -0.19866352252921599, -0.1986635098958328, -0.22665724733527332, -0.23185970438109937, -0.22949551760745807, -0.23585223128105137, -0.23725338287473455, -0.25035315037790823]",5652.737762080147
